request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,250,156.42269665895302,503.96769665895306,347.545,0.0
2,1159.7965069647933,50,1159.7965069647933,1229.3055069647933,69.509,0.0
3,1598.7117381466096,50,1598.7117381466096,1668.2207381466096,69.509,0.0
4,1903.025922738594,500,1903.025922738594,2598.1159227385942,695.09,0.0
5,1959.5675462260429,250,2598.1159227385942,2945.6609227385943,347.545,638.5483765125514
6,2016.0996435309112,50,2945.6609227385943,3015.1699227385943,69.509,929.5612792076831
7,2036.0458997338048,50,3015.1699227385943,3084.6789227385943,69.509,979.1240230047895
8,2706.4561878937848,250,3084.6789227385943,3432.2239227385944,347.545,378.22273484480957
9,3012.8169057695395,50,3432.2239227385944,3501.7329227385944,69.509,419.4070169690549
10,3423.233593004403,50,3501.7329227385944,3571.2419227385944,69.509,78.49932973419163
11,3430.1666956707822,250,3571.2419227385944,3918.7869227385945,347.545,141.0752270678122
12,4598.0191873902195,250,4598.0191873902195,4945.56418739022,347.545,0.0
13,5193.495701841778,250,5193.495701841778,5541.040701841778,347.545,0.0
14,5273.0582435914275,50,5541.040701841778,5610.549701841778,69.509,267.98245825035065
15,5339.951239841315,250,5610.549701841778,5958.094701841778,347.545,270.59846200046286
16,5407.488380785401,50,5958.094701841778,6027.603701841778,69.509,550.606321056377
17,5528.406290605561,100,6027.603701841778,6166.621701841778,139.018,499.1974112362177
18,5776.382234225845,250,6166.621701841778,6514.166701841778,347.545,390.2394676159329
19,5964.894589819291,250,6514.166701841778,6861.711701841778,347.545,549.2721120224878
20,6079.635587337271,250,6861.711701841778,7209.2567018417785,347.545,782.0761145045071
21,6395.092545303871,250,7209.2567018417785,7556.801701841779,347.545,814.1641565379077
22,6445.170721546317,250,7556.801701841779,7904.346701841779,347.545,1111.630980295462
23,6560.34255888045,50,7904.346701841779,7973.855701841779,69.509,1344.0041429613284
24,6712.434964954066,100,7973.855701841779,8112.873701841779,139.018,1261.4207368877123
25,6915.413194240658,100,8112.873701841779,8251.891701841778,139.018,1197.4605076011203
26,7428.058531250962,50,8251.891701841778,8321.400701841778,69.509,823.8331705908158
27,7502.303818627192,1000,8321.400701841778,9711.580701841778,1390.18,819.0968832145854
28,7742.980203638235,100,9711.580701841778,9850.598701841778,139.018,1968.6004982035429
29,8042.148444074822,500,9850.598701841778,10545.688701841778,695.09,1808.4502577669564
30,8058.003060660291,250,10545.688701841778,10893.233701841778,347.545,2487.685641181487
31,8369.78073421016,250,10893.233701841778,11240.778701841778,347.545,2523.452967631618
32,8432.101151535966,250,11240.778701841778,11588.323701841779,347.545,2808.6775503058125
33,8454.522461829067,250,11588.323701841779,11935.868701841779,347.545,3133.801240012712
34,9445.751726331377,100,11935.868701841779,12074.886701841779,139.018,2490.116975510402
35,10569.295173818435,50,12074.886701841779,12144.395701841779,69.509,1505.591528023344
36,11120.07236475606,250,12144.395701841779,12491.940701841779,347.545,1024.3233370857179
37,11241.16831807898,100,12491.940701841779,12630.958701841779,139.018,1250.7723837627982
38,11275.427423079816,50,12630.958701841779,12700.467701841779,69.509,1355.5312787619623
39,11659.677677446038,250,12700.467701841779,13048.012701841779,347.545,1040.790024395741
40,11853.04129164117,50,13048.012701841779,13117.521701841779,69.509,1194.9714102006092
41,11896.425369625986,500,13117.521701841779,13812.611701841779,695.09,1221.0963322157932
42,12124.274445670702,1000,13812.611701841779,15202.79170184178,1390.18,1688.3372561710767
43,12135.939019485195,500,15202.79170184178,15897.88170184178,695.09,3066.8526823565844
44,12936.079981949537,100,15897.88170184178,16036.89970184178,139.018,2961.8017198922425
45,13035.899240896431,50,16036.89970184178,16106.40870184178,69.509,3001.000460945348
46,13397.984507084759,500,16106.40870184178,16801.498701841778,695.09,2708.424194757021
47,13522.500034303966,100,16801.498701841778,16940.516701841778,139.018,3278.9986675378113
48,13767.20366627371,1000,16940.516701841778,18330.696701841778,1390.18,3173.313035568068
49,14030.944932267643,1000,18330.696701841778,19720.87670184178,1390.18,4299.751769574135
50,14099.074465436945,500,19720.87670184178,20415.96670184178,695.09,5621.802236404834
51,15263.343509682354,100,20415.96670184178,20554.98470184178,139.018,5152.623192159424
52,15760.758635395068,100,20554.98470184178,20694.00270184178,139.018,4794.22606644671
53,16695.790108492263,500,20694.00270184178,21389.09270184178,695.09,3998.2125933495154
54,17446.50744100366,100,21389.09270184178,21528.11070184178,139.018,3942.5852608381174
