request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,250,156.42269665895302,245.617446658953,89.19475,0.0
2,1159.7965069647933,50,1159.7965069647933,1177.6354569647933,17.83895,0.0
3,1598.7117381466096,50,1598.7117381466096,1616.5506881466097,17.83895,0.0
4,1903.025922738594,500,1903.025922738594,2081.4154227385943,178.3895,0.0
5,1959.5675462260429,250,2081.4154227385943,2170.6101727385944,89.19475,121.84787651255147
6,2016.0996435309112,50,2170.6101727385944,2188.4491227385943,17.83895,154.51052920768325
7,2036.0458997338048,50,2188.4491227385943,2206.288072738594,17.83895,152.40322300478942
8,2706.4561878937848,250,2706.4561878937848,2795.650937893785,89.19475,0.0
9,3012.8169057695395,50,3012.8169057695395,3030.6558557695394,17.83895,0.0
10,3423.233593004403,50,3423.233593004403,3441.0725430044026,17.83895,0.0
11,3430.1666956707822,250,3441.0725430044026,3530.2672930044027,89.19475,10.905847333620386
12,4598.0191873902195,250,4598.0191873902195,4687.213937390219,89.19475,0.0
13,5193.495701841778,250,5193.495701841778,5282.690451841778,89.19475,0.0
14,5273.0582435914275,50,5282.690451841778,5300.529401841778,17.83895,9.632208250350232
15,5339.951239841315,250,5339.951239841315,5429.145989841315,89.19475,0.0
16,5407.488380785401,50,5429.145989841315,5446.984939841315,17.83895,21.65760905591378
17,5528.406290605561,100,5528.406290605561,5564.08419060556,35.6779,0.0
18,5776.382234225845,250,5776.382234225845,5865.576984225845,89.19475,0.0
19,5964.894589819291,250,5964.894589819291,6054.08933981929,89.19475,0.0
20,6079.635587337271,250,6079.635587337271,6168.830337337271,89.19475,0.0
21,6395.092545303871,250,6395.092545303871,6484.28729530387,89.19475,0.0
22,6445.170721546317,250,6484.28729530387,6573.48204530387,89.19475,39.11657375755385
23,6560.34255888045,50,6573.48204530387,6591.32099530387,17.83895,13.13948642341984
24,6712.434964954066,100,6712.434964954066,6748.112864954066,35.6779,0.0
25,6915.413194240658,100,6915.413194240658,6951.091094240658,35.6779,0.0
26,7428.058531250962,50,7428.058531250962,7445.897481250962,17.83895,0.0
27,7502.303818627192,1000,7502.303818627192,7859.082818627192,356.779,0.0
28,7742.980203638235,100,7859.082818627192,7894.760718627192,35.6779,116.1026149889567
29,8042.148444074822,500,8042.148444074822,8220.537944074822,178.3895,0.0
30,8058.003060660291,250,8220.537944074822,8309.732694074823,89.19475,162.53488341453067
31,8369.78073421016,250,8369.78073421016,8458.975484210161,89.19475,0.0
32,8432.101151535966,250,8458.975484210161,8548.170234210162,89.19475,26.874332674195102
33,8454.522461829067,250,8548.170234210162,8637.364984210162,89.19475,93.64777238109491
34,9445.751726331377,100,9445.751726331377,9481.429626331377,35.6779,0.0
35,10569.295173818435,50,10569.295173818435,10587.134123818434,17.83895,0.0
36,11120.07236475606,250,11120.07236475606,11209.267114756061,89.19475,0.0
37,11241.16831807898,100,11241.16831807898,11276.846218078981,35.6779,0.0
38,11275.427423079816,50,11276.846218078981,11294.68516807898,17.83895,1.4187949991646747
39,11659.677677446038,250,11659.677677446038,11748.872427446038,89.19475,0.0
40,11853.04129164117,50,11853.04129164117,11870.880241641169,17.83895,0.0
41,11896.425369625986,500,11896.425369625986,12074.814869625985,178.3895,0.0
42,12124.274445670702,1000,12124.274445670702,12481.053445670703,356.779,0.0
43,12135.939019485195,500,12481.053445670703,12659.442945670702,178.3895,345.1144261855079
44,12936.079981949537,100,12936.079981949537,12971.757881949537,35.6779,0.0
45,13035.899240896431,50,13035.899240896431,13053.73819089643,17.83895,0.0
46,13397.984507084759,500,13397.984507084759,13576.374007084758,178.3895,0.0
47,13522.500034303966,100,13576.374007084758,13612.051907084759,35.6779,53.87397278079152
48,13767.20366627371,1000,13767.20366627371,14123.98266627371,356.779,0.0
49,14030.944932267643,1000,14123.98266627371,14480.761666273711,356.779,93.0377340060677
50,14099.074465436945,500,14480.761666273711,14659.15116627371,178.3895,381.68720083676635
51,15263.343509682354,100,15263.343509682354,15299.021409682355,35.6779,0.0
52,15760.758635395068,100,15760.758635395068,15796.436535395069,35.6779,0.0
53,16695.790108492263,500,16695.790108492263,16874.179608492264,178.3895,0.0
54,17446.50744100366,100,17446.50744100366,17482.18534100366,35.6779,0.0
55,17750.19224513142,50,17750.19224513142,17768.03119513142,17.83895,0.0
56,18600.00403822122,250,18600.00403822122,18689.19878822122,89.19475,0.0
57,18630.88919120559,500,18689.19878822122,18867.58828822122,178.3895,58.30959701562824
58,18703.60075608268,250,18867.58828822122,18956.78303822122,89.19475,163.9875321385407
59,18719.02807797829,250,18956.78303822122,19045.97778822122,89.19475,237.75496024292806
60,18850.205440245987,50,19045.97778822122,19063.81673822122,17.83895,195.77234797523124
61,19014.24887084406,250,19063.81673822122,19153.01148822122,89.19475,49.56786737715811
62,19119.769018580337,1000,19153.01148822122,19509.790488221217,356.779,33.24246964088161
63,19707.95497366065,50,19707.95497366065,19725.79392366065,17.83895,0.0
64,19855.030640170608,250,19855.030640170608,19944.225390170606,89.19475,0.0
65,19964.964920215356,500,19964.964920215356,20143.354420215357,178.3895,0.0
66,20225.767281284603,250,20225.767281284603,20314.962031284602,89.19475,0.0
67,20276.399997224813,250,20314.962031284602,20404.1567812846,89.19475,38.56203405978886
68,20816.56119581639,250,20816.56119581639,20905.75594581639,89.19475,0.0
69,20842.38648542016,100,20905.75594581639,20941.433845816387,35.6779,63.36946039622853
70,22287.101931949266,100,22287.101931949266,22322.779831949265,35.6779,0.0
71,22780.263190696438,250,22780.263190696438,22869.457940696437,89.19475,0.0
72,22854.109670865066,250,22869.457940696437,22958.652690696435,89.19475,15.348269831370999
73,22855.955477657044,500,22958.652690696435,23137.042190696437,178.3895,102.6972130393915
74,23419.254403485753,500,23419.254403485753,23597.643903485754,178.3895,0.0
75,23828.286372614766,250,23828.286372614766,23917.481122614765,89.19475,0.0
76,24263.507342210767,250,24263.507342210767,24352.702092210766,89.19475,0.0
77,24755.245517558604,250,24755.245517558604,24844.440267558602,89.19475,0.0
78,24780.888606063203,250,24844.440267558602,24933.6350175586,89.19475,63.55166149539946
79,24928.852830201948,250,24933.6350175586,25022.8297675586,89.19475,4.782187356653594
80,24969.902865070097,250,25022.8297675586,25112.0245175586,89.19475,52.9269024885034
81,25632.746055622836,500,25632.746055622836,25811.135555622837,178.3895,0.0
82,25958.17978619363,100,25958.17978619363,25993.857686193627,35.6779,0.0
83,26092.119386610728,100,26092.119386610728,26127.797286610727,35.6779,0.0
84,26114.008741878988,50,26127.797286610727,26145.636236610728,17.83895,13.788544731738511
85,26238.171525349106,250,26238.171525349106,26327.366275349104,89.19475,0.0
86,26369.27626307715,50,26369.27626307715,26387.11521307715,17.83895,0.0
87,26805.23485772973,100,26805.23485772973,26840.91275772973,35.6779,0.0
88,27143.53131070507,250,27143.53131070507,27232.72606070507,89.19475,0.0
89,27870.94861483891,100,27870.94861483891,27906.62651483891,35.6779,0.0
90,28083.97065929768,250,28083.97065929768,28173.16540929768,89.19475,0.0
91,28126.42812383618,50,28173.16540929768,28191.00435929768,17.83895,46.737285461498686
92,28542.803571941713,50,28542.803571941713,28560.642521941714,17.83895,0.0
93,29019.60115630067,250,29019.60115630067,29108.795906300667,89.19475,0.0
94,29294.23032126261,100,29294.23032126261,29329.90822126261,35.6779,0.0
95,29785.526976836398,50,29785.526976836398,29803.3659268364,17.83895,0.0
96,30012.46522067316,250,30012.46522067316,30101.659970673158,89.19475,0.0
97,30259.024833598916,250,30259.024833598916,30348.219583598915,89.19475,0.0
98,30444.96289823506,50,30444.96289823506,30462.80184823506,17.83895,0.0
99,30453.5454895651,250,30462.80184823506,30551.99659823506,89.19475,9.256358669961628
100,30491.60130129572,50,30551.99659823506,30569.83554823506,17.83895,60.39529693933946
101,30502.245861726737,50,30569.83554823506,30587.67449823506,17.83895,67.58968650832321
102,30839.489045369253,250,30839.489045369253,30928.683795369252,89.19475,0.0
103,30965.287948300953,250,30965.287948300953,31054.48269830095,89.19475,0.0
104,31202.100340679015,250,31202.100340679015,31291.295090679014,89.19475,0.0
105,31995.85551729434,250,31995.85551729434,32085.05026729434,89.19475,0.0
106,32091.435124955442,1000,32091.435124955442,32448.21412495544,356.779,0.0
107,32267.529116583,250,32448.21412495544,32537.40887495544,89.19475,180.6850083724421
108,32737.112165762526,100,32737.112165762526,32772.79006576253,35.6779,0.0
109,32823.71388473499,250,32823.71388473499,32912.908634734995,89.19475,0.0
110,32850.41531091838,100,32912.908634734995,32948.586534735,35.6779,62.493323816612246
111,32964.46207888074,100,32964.46207888074,33000.13997888074,35.6779,0.0
112,33023.064865047425,50,33023.064865047425,33040.90381504742,17.83895,0.0
113,33908.04822700763,50,33908.04822700763,33925.88717700763,17.83895,0.0
114,34458.34392050249,1000,34458.34392050249,34815.122920502494,356.779,0.0
115,34792.841984009334,250,34815.122920502494,34904.317670502496,89.19475,22.28093649315997
116,35476.68189418294,250,35476.68189418294,35565.87664418294,89.19475,0.0
117,36019.338207763125,100,36019.338207763125,36055.01610776313,35.6779,0.0
118,36088.170033216,50,36088.170033216,36106.008983216,17.83895,0.0
119,36831.77450162786,50,36831.77450162786,36849.613451627854,17.83895,0.0
120,37090.14113561658,100,37090.14113561658,37125.81903561658,35.6779,0.0
121,37639.25723271776,250,37639.25723271776,37728.451982717765,89.19475,0.0
122,38394.00478247984,250,38394.00478247984,38483.19953247984,89.19475,0.0
123,38521.58168795261,250,38521.58168795261,38610.77643795261,89.19475,0.0
124,38560.445741327225,100,38610.77643795261,38646.454337952615,35.6779,50.330696625387645
125,38646.67465670702,1000,38646.67465670702,39003.453656707024,356.779,0.0
126,38832.360554289895,250,39003.453656707024,39092.64840670703,89.19475,171.09310241712956
127,39400.30379650288,250,39400.30379650288,39489.49854650288,89.19475,0.0
128,40057.41878712949,250,40057.41878712949,40146.613537129495,89.19475,0.0
129,40059.74425685671,100,40146.613537129495,40182.2914371295,35.6779,86.86928027278191
130,40298.03630996957,50,40298.03630996957,40315.875259969565,17.83895,0.0
131,40478.12741694246,100,40478.12741694246,40513.80531694246,35.6779,0.0
132,40561.8498630344,250,40561.8498630344,40651.0446130344,89.19475,0.0
133,40604.40999354961,50,40651.0446130344,40668.8835630344,17.83895,46.634619484786526
134,40741.712853503755,50,40741.712853503755,40759.55180350375,17.83895,0.0
135,41696.086561067474,50,41696.086561067474,41713.92551106747,17.83895,0.0
136,41826.214495361295,50,41826.214495361295,41844.05344536129,17.83895,0.0
137,42070.03209728134,500,42070.03209728134,42248.42159728134,178.3895,0.0
138,42474.72775624163,250,42474.72775624163,42563.92250624163,89.19475,0.0
139,42625.385922563946,100,42625.385922563946,42661.06382256395,35.6779,0.0
140,43814.65196866118,50,43814.65196866118,43832.49091866118,17.83895,0.0
141,44908.655256841645,100,44908.655256841645,44944.33315684165,35.6779,0.0
142,45005.34235517238,100,45005.34235517238,45041.020255172385,35.6779,0.0
143,45234.56211466033,50,45234.56211466033,45252.40106466033,17.83895,0.0
144,45353.872268020015,100,45353.872268020015,45389.55016802002,35.6779,0.0
145,45465.622160147046,100,45465.622160147046,45501.30006014705,35.6779,0.0
146,45478.15031940222,250,45501.30006014705,45590.49481014705,89.19475,23.149740744825976
147,45791.647676396424,250,45791.647676396424,45880.842426396426,89.19475,0.0
148,46024.4875540063,50,46024.4875540063,46042.3265040063,17.83895,0.0
149,46042.1045831331,100,46042.3265040063,46078.0044040063,35.6779,0.2219208731985418
150,46150.97989013656,250,46150.97989013656,46240.17464013656,89.19475,0.0
151,46947.266873833,250,46947.266873833,47036.461623833005,89.19475,0.0
152,47038.553724547026,500,47038.553724547026,47216.94322454702,178.3895,0.0
153,47090.73067820885,250,47216.94322454702,47306.137974547026,89.19475,126.21254633817443
154,47314.821381366724,50,47314.821381366724,47332.66033136672,17.83895,0.0
155,48729.50037557181,50,48729.50037557181,48747.33932557181,17.83895,0.0
156,48821.88198009172,250,48821.88198009172,48911.07673009172,89.19475,0.0
157,49193.60031685748,50,49193.60031685748,49211.43926685748,17.83895,0.0
158,49671.5628589373,250,49671.5628589373,49760.7576089373,89.19475,0.0
159,49762.007249715905,500,49762.007249715905,49940.3967497159,178.3895,0.0
160,50196.25689254668,250,50196.25689254668,50285.45164254668,89.19475,0.0
161,50349.09782563478,100,50349.09782563478,50384.77572563478,35.6779,0.0
162,50682.59907487871,250,50682.59907487871,50771.79382487871,89.19475,0.0
163,51017.21168392459,100,51017.21168392459,51052.88958392459,35.6779,0.0
164,51273.006767242034,250,51273.006767242034,51362.201517242036,89.19475,0.0
165,51304.54982017924,500,51362.201517242036,51540.59101724203,178.3895,57.651697062792664
166,51905.764751594674,100,51905.764751594674,51941.442651594676,35.6779,0.0
