request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,250,156.42269665895302,368.917696658953,212.49499999999998,0.0
2,1159.7965069647933,50,1159.7965069647933,1202.2955069647933,42.498999999999995,0.0
3,1598.7117381466096,50,1598.7117381466096,1641.2107381466096,42.498999999999995,0.0
4,1903.025922738594,500,1903.025922738594,2328.015922738594,424.98999999999995,0.0
5,1959.5675462260429,250,2328.015922738594,2540.5109227385938,212.49499999999998,368.448376512551
6,2016.0996435309112,50,2540.5109227385938,2583.0099227385936,42.498999999999995,524.4112792076826
7,2036.0458997338048,50,2583.0099227385936,2625.5089227385934,42.498999999999995,546.9640230047887
8,2706.4561878937848,250,2706.4561878937848,2918.9511878937847,212.49499999999998,0.0
9,3012.8169057695395,50,3012.8169057695395,3055.3159057695393,42.498999999999995,0.0
10,3423.233593004403,50,3423.233593004403,3465.7325930044026,42.498999999999995,0.0
11,3430.1666956707822,250,3465.7325930044026,3678.2275930044025,212.49499999999998,35.56589733362034
12,4598.0191873902195,250,4598.0191873902195,4810.514187390219,212.49499999999998,0.0
13,5193.495701841778,250,5193.495701841778,5405.990701841778,212.49499999999998,0.0
14,5273.0582435914275,50,5405.990701841778,5448.489701841778,42.498999999999995,132.93245825035046
15,5339.951239841315,250,5448.489701841778,5660.984701841778,212.49499999999998,108.53846200046246
16,5407.488380785401,50,5660.984701841778,5703.4837018417775,42.498999999999995,253.49632105637647
17,5528.406290605561,100,5703.4837018417775,5788.481701841777,84.99799999999999,175.0774112362169
18,5776.382234225845,250,5788.481701841777,6000.976701841777,212.49499999999998,12.099467615931644
19,5964.894589819291,250,6000.976701841777,6213.471701841777,212.49499999999998,36.0821120224864
20,6079.635587337271,250,6213.471701841777,6425.966701841777,212.49499999999998,133.83611450450553
21,6395.092545303871,250,6425.966701841777,6638.461701841777,212.49499999999998,30.874156537905947
22,6445.170721546317,250,6638.461701841777,6850.9567018417765,212.49499999999998,193.29098029546003
23,6560.34255888045,50,6850.9567018417765,6893.455701841776,42.498999999999995,290.61414296132625
