request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,250,156.42269665895302,453.97269665895294,297.54999999999995,0.0
2,1159.7965069647933,50,1159.7965069647933,1219.3065069647932,59.51,0.0
3,1598.7117381466096,50,1598.7117381466096,1658.2217381466096,59.51,0.0
4,1903.025922738594,500,1903.025922738594,2498.125922738594,595.0999999999999,0.0
5,1959.5675462260429,250,2498.125922738594,2795.6759227385937,297.54999999999995,538.5583765125511
6,2016.0996435309112,50,2795.6759227385937,2855.185922738594,59.51,779.5762792076825
7,2036.0458997338048,50,2855.185922738594,2914.695922738594,59.51,819.1400230047891
8,2706.4561878937848,250,2914.695922738594,3212.2459227385943,297.54999999999995,208.2397348448094
9,3012.8169057695395,50,3212.2459227385943,3271.7559227385946,59.51,199.42901696905483
10,3423.233593004403,50,3423.233593004403,3482.743593004403,59.51,0.0
11,3430.1666956707822,250,3482.743593004403,3780.293593004403,297.54999999999995,52.576897333620764
12,4598.0191873902195,250,4598.0191873902195,4895.56918739022,297.54999999999995,0.0
13,5193.495701841778,250,5193.495701841778,5491.045701841778,297.54999999999995,0.0
14,5273.0582435914275,50,5491.045701841778,5550.5557018417785,59.51,217.98745825035076
15,5339.951239841315,250,5550.5557018417785,5848.105701841779,297.54999999999995,210.60446200046317
16,5407.488380785401,50,5848.105701841779,5907.615701841779,59.51,440.6173210563775
17,5528.406290605561,100,5907.615701841779,6026.635701841779,119.02,379.20941123621833
18,5776.382234225845,250,6026.635701841779,6324.1857018417795,297.54999999999995,250.2534676159339
19,5964.894589819291,250,6324.1857018417795,6621.73570184178,297.54999999999995,359.29111202248896
20,6079.635587337271,250,6621.73570184178,6919.28570184178,297.54999999999995,542.1001145045084
21,6395.092545303871,250,6919.28570184178,7216.83570184178,297.54999999999995,524.1931565379091
22,6445.170721546317,250,7216.83570184178,7514.38570184178,297.54999999999995,771.6649802954635
23,6560.34255888045,50,7514.38570184178,7573.8957018417805,59.51,954.04314296133
24,6712.434964954066,100,7573.8957018417805,7692.915701841781,119.02,861.4607368877141
25,6915.413194240658,100,7692.915701841781,7811.935701841781,119.02,777.5025076011225
26,7428.058531250962,50,7811.935701841781,7871.445701841782,59.51,383.87717059081933
27,7502.303818627192,1000,7871.445701841782,9061.645701841782,1190.1999999999998,369.14188321458914
28,7742.980203638235,100,9061.645701841782,9180.665701841783,119.02,1318.665498203547
29,8042.148444074822,500,9180.665701841783,9775.765701841783,595.0999999999999,1138.517257766961
30,8058.003060660291,250,9775.765701841783,10073.315701841782,297.54999999999995,1717.7626411814917
31,8369.78073421016,250,10073.315701841782,10370.865701841782,297.54999999999995,1703.5349676316218
32,8432.101151535966,250,10370.865701841782,10668.41570184178,297.54999999999995,1938.7645503058156
33,8454.522461829067,250,10668.41570184178,10965.96570184178,297.54999999999995,2213.893240012714
34,9445.751726331377,100,10965.96570184178,11084.98570184178,119.02,1520.2139755104035
35,10569.295173818435,50,11084.98570184178,11144.49570184178,59.51,515.6905280233459
36,11120.07236475606,250,11144.49570184178,11442.04570184178,297.54999999999995,24.42333708572005
37,11241.16831807898,100,11442.04570184178,11561.06570184178,119.02,200.87738376279958
38,11275.427423079816,50,11561.06570184178,11620.57570184178,59.51,285.6382787619641
39,11659.677677446038,250,11659.677677446038,11957.227677446037,297.54999999999995,0.0
40,11853.04129164117,50,11957.227677446037,12016.737677446037,59.51,104.18638580486731
41,11896.425369625986,500,12016.737677446037,12611.837677446038,595.0999999999999,120.3123078200515
42,12124.274445670702,1000,12611.837677446038,13802.037677446038,1190.1999999999998,487.5632317753352
43,12135.939019485195,500,13802.037677446038,14397.137677446039,595.0999999999999,1666.0986579608434
44,12936.079981949537,100,14397.137677446039,14516.157677446039,119.02,1461.0576954965018
45,13035.899240896431,50,14516.157677446039,14575.66767744604,59.51,1480.2584365496077
46,13397.984507084759,500,14575.66767744604,15170.76767744604,595.0999999999999,1177.6831703612806
47,13522.500034303966,100,15170.76767744604,15289.78767744604,119.02,1648.2676431420732
48,13767.20366627371,1000,15289.78767744604,16479.98767744604,1190.1999999999998,1522.58401117233
49,14030.944932267643,1000,16479.98767744604,17670.18767744604,1190.1999999999998,2449.042745178396
50,14099.074465436945,500,17670.18767744604,18265.28767744604,595.0999999999999,3571.113212009095
51,15263.343509682354,100,18265.28767744604,18384.30767744604,119.02,3001.944167763684
52,15760.758635395068,100,18384.30767744604,18503.32767744604,119.02,2623.5490420509705
53,16695.790108492263,500,18503.32767744604,19098.427677446038,595.0999999999999,1807.537568953776
54,17446.50744100366,100,19098.427677446038,19217.447677446038,119.02,1651.9202364423763
55,17750.19224513142,50,19217.447677446038,19276.957677446037,59.51,1467.2554323146178
56,18600.00403822122,250,19276.957677446037,19574.507677446036,297.54999999999995,676.9536392248156
57,18630.88919120559,500,19574.507677446036,20169.607677446034,595.0999999999999,943.6184862404443
58,18703.60075608268,250,20169.607677446034,20467.157677446034,297.54999999999995,1466.0069213633542
59,18719.02807797829,250,20467.157677446034,20764.707677446033,297.54999999999995,1748.129599467742
60,18850.205440245987,50,20764.707677446033,20824.21767744603,59.51,1914.5022372000458
61,19014.24887084406,250,20824.21767744603,21121.76767744603,297.54999999999995,1809.9688066019698
62,19119.769018580337,1000,21121.76767744603,22311.96767744603,1190.1999999999998,2001.9986588656939
63,19707.95497366065,50,22311.96767744603,22371.47767744603,59.51,2604.0127037853817
64,19855.030640170608,250,22371.47767744603,22669.02767744603,297.54999999999995,2516.447037275422
65,19964.964920215356,500,22669.02767744603,23264.127677446028,595.0999999999999,2704.062757230673
66,20225.767281284603,250,23264.127677446028,23561.677677446027,297.54999999999995,3038.3603961614244
67,20276.399997224813,250,23561.677677446027,23859.227677446026,297.54999999999995,3285.277680221214
68,20816.56119581639,250,23859.227677446026,24156.777677446025,297.54999999999995,3042.666481629636
69,20842.38648542016,100,24156.777677446025,24275.797677446026,119.02,3314.391192025865
70,22287.101931949266,100,24275.797677446026,24394.817677446026,119.02,1988.6957454967596
71,22780.263190696438,250,24394.817677446026,24692.367677446025,297.54999999999995,1614.5544867495882
72,22854.109670865066,250,24692.367677446025,24989.917677446025,297.54999999999995,1838.2580065809598
73,22855.955477657044,500,24989.917677446025,25585.017677446023,595.0999999999999,2133.962199788981
74,23419.254403485753,500,25585.017677446023,26180.117677446022,595.0999999999999,2165.7632739602705
75,23828.286372614766,250,26180.117677446022,26477.66767744602,297.54999999999995,2351.8313048312557
76,24263.507342210767,250,26477.66767744602,26775.21767744602,297.54999999999995,2214.160335235254
77,24755.245517558604,250,26775.21767744602,27072.76767744602,297.54999999999995,2019.9721598874166
78,24780.888606063203,250,27072.76767744602,27370.31767744602,297.54999999999995,2291.8790713828166
79,24928.852830201948,250,27370.31767744602,27667.86767744602,297.54999999999995,2441.4648472440713
80,24969.902865070097,250,27667.86767744602,27965.417677446017,297.54999999999995,2697.9648123759216
81,25632.746055622836,500,27965.417677446017,28560.517677446016,595.0999999999999,2332.6716218231813
82,25958.17978619363,100,28560.517677446016,28679.537677446016,119.02,2602.3378912523876
83,26092.119386610728,100,28679.537677446016,28798.557677446017,119.02,2587.4182908352886
84,26114.008741878988,50,28798.557677446017,28858.067677446015,59.51,2684.548935567029
85,26238.171525349106,250,28858.067677446015,29155.617677446015,297.54999999999995,2619.8961520969096
86,26369.27626307715,50,29155.617677446015,29215.127677446013,59.51,2786.341414368864
87,26805.23485772973,100,29215.127677446013,29334.147677446013,119.02,2409.8928197162822
88,27143.53131070507,250,29334.147677446013,29631.697677446013,297.54999999999995,2190.616366740942
89,27870.94861483891,100,29631.697677446013,29750.717677446013,119.02,1760.7490626071012
90,28083.97065929768,250,29750.717677446013,30048.267677446012,297.54999999999995,1666.7470181483332
91,28126.42812383618,50,30048.267677446012,30107.77767744601,59.51,1921.8395536098324
92,28542.803571941713,50,30107.77767744601,30167.28767744601,59.51,1564.9741055042978
93,29019.60115630067,250,30167.28767744601,30464.83767744601,297.54999999999995,1147.6865211453405
94,29294.23032126261,100,30464.83767744601,30583.85767744601,119.02,1170.6073561833982
95,29785.526976836398,50,30583.85767744601,30643.367677446007,59.51,798.3307006096111
96,30012.46522067316,250,30643.367677446007,30940.917677446007,297.54999999999995,630.9024567728484
97,30259.024833598916,250,30940.917677446007,31238.467677446006,297.54999999999995,681.8928438470903
98,30444.96289823506,50,31238.467677446006,31297.977677446004,59.51,793.5047792109472
99,30453.5454895651,250,31297.977677446004,31595.527677446004,297.54999999999995,844.432187880906
100,30491.60130129572,50,31595.527677446004,31655.037677446002,59.51,1103.9263761502843
