request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,500,156.42269665895302,703.302696658953,546.88,0.0
2,1159.7965069647933,100,1159.7965069647933,1269.1725069647932,109.376,0.0
3,1598.7117381466096,100,1598.7117381466096,1708.0877381466096,109.376,0.0
4,1903.025922738594,1000,1903.025922738594,2996.7859227385943,1093.76,0.0
5,1959.5675462260429,500,2996.7859227385943,3543.6659227385944,546.88,1037.2183765125515
6,2016.0996435309112,50,3543.6659227385944,3598.3539227385945,54.688,1527.5662792076832
7,2036.0458997338048,100,3598.3539227385945,3707.7299227385947,109.376,1562.3080230047897
8,2706.4561878937848,500,3707.7299227385947,4254.609922738595,546.88,1001.27373484481
9,3012.8169057695395,50,4254.609922738595,4309.297922738595,54.688,1241.7930169690553
10,3423.233593004403,100,4309.297922738595,4418.673922738595,109.376,886.0643297341921
11,3430.1666956707822,250,4418.673922738595,4692.113922738595,273.44,988.5072270678129
12,4598.0191873902195,500,4692.113922738595,5238.993922738595,546.88,94.09473534837525
13,5193.495701841778,500,5238.993922738595,5785.873922738595,546.88,45.49822089681675
14,5273.0582435914275,100,5785.873922738595,5895.249922738595,109.376,512.8156791471674
15,5339.951239841315,500,5895.249922738595,6442.129922738595,546.88,555.2986828972798
16,5407.488380785401,100,6442.129922738595,6551.5059227385955,109.376,1034.641541953194
17,5528.406290605561,250,6551.5059227385955,6824.945922738595,273.44,1023.0996321330349
18,5776.382234225845,500,6824.945922738595,7371.825922738595,546.88,1048.5636885127496
19,5964.894589819291,500,7371.825922738595,7918.705922738595,546.88,1406.9313329193046
20,6079.635587337271,1000,7918.705922738595,9012.465922738595,1093.76,1839.070335401324
21,6395.092545303871,500,9012.465922738595,9559.345922738594,546.88,2617.373377434724
22,6445.170721546317,250,9559.345922738594,9832.785922738594,273.44,3114.175201192277
23,6560.34255888045,100,9832.785922738594,9942.161922738595,109.376,3272.443363858144
24,6712.434964954066,250,9942.161922738595,10215.601922738595,273.44,3229.726957784528
25,6915.413194240658,250,10215.601922738595,10489.041922738596,273.44,3300.1887284979366
26,7428.058531250962,100,10489.041922738596,10598.417922738596,109.376,3060.9833914876335
27,7502.303818627192,1000,10598.417922738596,11692.177922738596,1093.76,3096.1141041114033
28,7742.980203638235,250,11692.177922738596,11965.617922738596,273.44,3949.1977191003607
29,8042.148444074822,1000,11965.617922738596,13059.377922738597,1093.76,3923.4694786637747
30,8058.003060660291,500,13059.377922738597,13606.257922738596,546.88,5001.374862078305
31,8369.78073421016,500,13606.257922738596,14153.137922738595,546.88,5236.477188528435
32,8432.101151535966,250,14153.137922738595,14426.577922738596,273.44,5721.036771202629
33,8454.522461829067,250,14426.577922738596,14700.017922738596,273.44,5972.055460909529
34,9445.751726331377,250,14700.017922738596,14973.457922738597,273.44,5254.2661964072195
35,10569.295173818435,100,14973.457922738597,15082.833922738597,109.376,4404.162748920162
36,11120.07236475606,500,15082.833922738597,15629.713922738596,546.88,3962.761557982536
37,11241.16831807898,250,15629.713922738596,15903.153922738597,273.44,4388.5456046596155
38,11275.427423079816,50,15903.153922738597,15957.841922738597,54.688,4627.72649965878
39,11659.677677446038,500,15957.841922738597,16504.721922738598,546.88,4298.164245292559
40,11853.04129164117,100,16504.721922738598,16614.097922738598,109.376,4651.680631097428
41,11896.425369625986,1000,16614.097922738598,17707.857922738596,1093.76,4717.672553112612
42,12124.274445670702,1000,17707.857922738596,18801.617922738595,1093.76,5583.583477067894
43,12135.939019485195,1000,18801.617922738595,19895.377922738593,1093.76,6665.6789032534
44,12936.079981949537,250,19895.377922738593,20168.81792273859,273.44,6959.297940789056
45,13035.899240896431,50,20168.81792273859,20223.50592273859,54.688,7132.91868184216
46,13397.984507084759,1000,20223.50592273859,21317.26592273859,1093.76,6825.521415653831
47,13522.500034303966,250,21317.26592273859,21590.705922738587,273.44,7794.765888434622
48,13767.20366627371,1000,21590.705922738587,22684.465922738586,1093.76,7823.502256464877
49,14030.944932267643,1000,22684.465922738586,23778.225922738584,1093.76,8653.520990470943
50,14099.074465436945,1000,23778.225922738584,24871.985922738582,1093.76,9679.15145730164
51,15263.343509682354,250,24871.985922738582,25145.42592273858,273.44,9608.642413056228
52,15760.758635395068,250,25145.42592273858,25418.86592273858,273.44,9384.667287343513
53,16695.790108492263,1000,25418.86592273858,26512.625922738578,1093.76,8723.075814246316
54,17446.50744100366,250,26512.625922738578,26786.065922738577,273.44,9066.118481734917
55,17750.19224513142,100,26786.065922738577,26895.441922738577,109.376,9035.873677607156
56,18600.00403822122,250,26895.441922738577,27168.881922738576,273.44,8295.437884517356
57,18630.88919120559,1000,27168.881922738576,28262.641922738574,1093.76,8537.992731532984
58,18703.60075608268,500,28262.641922738574,28809.521922738575,546.88,9559.041166655894
59,18719.02807797829,250,28809.521922738575,29082.961922738574,273.44,10090.493844760284
60,18850.205440245987,100,29082.961922738574,29192.337922738574,109.376,10232.756482492587
61,19014.24887084406,500,29192.337922738574,29739.217922738575,546.88,10178.089051894513
62,19119.769018580337,1000,29739.217922738575,30832.977922738573,1093.76,10619.448904158238
63,19707.95497366065,100,30832.977922738573,30942.353922738574,109.376,11125.022949077924
64,19855.030640170608,250,30942.353922738574,31215.793922738572,273.44,11087.323282567966
