request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,500,156.42269665895302,559.697696658953,403.275,0.0
2,1159.7965069647933,100,1159.7965069647933,1240.4515069647932,80.655,0.0
3,1598.7117381466096,100,1598.7117381466096,1679.3667381466096,80.655,0.0
4,1903.025922738594,1000,1903.025922738594,2709.5759227385943,806.55,0.0
5,1959.5675462260429,500,2709.5759227385943,3112.8509227385944,403.275,750.0083765125514
6,2016.0996435309112,50,3112.8509227385944,3153.1784227385942,40.3275,1096.7512792076832
7,2036.0458997338048,100,3153.1784227385942,3233.8334227385944,80.655,1117.1325230047894
8,2706.4561878937848,500,3233.8334227385944,3637.1084227385945,403.275,527.3772348448097
9,3012.8169057695395,50,3637.1084227385945,3677.4359227385944,40.3275,624.291516969055
10,3423.233593004403,100,3677.4359227385944,3758.0909227385946,80.655,254.2023297341916
11,3430.1666956707822,250,3758.0909227385946,3959.7284227385944,201.6375,327.92422706781235
12,4598.0191873902195,500,4598.0191873902195,5001.294187390219,403.275,0.0
13,5193.495701841778,500,5193.495701841778,5596.770701841778,403.275,0.0
14,5273.0582435914275,100,5596.770701841778,5677.4257018417775,80.655,323.7124582503502
15,5339.951239841315,500,5677.4257018417775,6080.700701841777,403.275,337.47446200046215
16,5407.488380785401,100,6080.700701841777,6161.355701841777,80.655,673.2123210563759
17,5528.406290605561,250,6161.355701841777,6362.993201841777,201.6375,632.9494112362163
18,5776.382234225845,500,6362.993201841777,6766.268201841776,403.275,586.6109676159313
19,5964.894589819291,500,6766.268201841776,7169.543201841776,403.275,801.3736120224858
20,6079.635587337271,1000,7169.543201841776,7976.093201841776,806.55,1089.9076145045046
21,6395.092545303871,500,7976.093201841776,8379.368201841777,403.275,1581.0006565379053
22,6445.170721546317,250,8379.368201841777,8581.005701841777,201.6375,1934.19748029546
23,6560.34255888045,100,8581.005701841777,8661.660701841778,80.655,2020.6631429613271
24,6712.434964954066,250,8661.660701841778,8863.298201841779,201.6375,1949.2257368877117
25,6915.413194240658,250,8863.298201841779,9064.93570184178,201.6375,1947.8850076011204
26,7428.058531250962,100,9064.93570184178,9145.59070184178,80.655,1636.8771705908175
27,7502.303818627192,1000,9145.59070184178,9952.14070184178,806.55,1643.2868832145878
28,7742.980203638235,250,9952.14070184178,10153.77820184178,201.6375,2209.160498203544
29,8042.148444074822,1000,10153.77820184178,10960.32820184178,806.55,2111.6297577669584
30,8058.003060660291,500,10960.32820184178,11363.603201841779,403.275,2902.325141181488
31,8369.78073421016,500,11363.603201841779,11766.878201841779,403.275,2993.8224676316186
32,8432.101151535966,250,11766.878201841779,11968.51570184178,201.6375,3334.7770503058127
33,8454.522461829067,250,11968.51570184178,12170.15320184178,201.6375,3513.9932400127127
34,9445.751726331377,250,12170.15320184178,12371.79070184178,201.6375,2724.4014755104035
35,10569.295173818435,100,12371.79070184178,12452.445701841782,80.655,1802.4955280233462
36,11120.07236475606,500,12452.445701841782,12855.720701841781,403.275,1332.3733370857208
37,11241.16831807898,250,12855.720701841781,13057.358201841782,201.6375,1614.5523837628007
38,11275.427423079816,50,13057.358201841782,13097.685701841781,40.3275,1781.9307787619655
39,11659.677677446038,500,13097.685701841781,13500.960701841781,403.275,1438.0080243957436
40,11853.04129164117,100,13500.960701841781,13581.615701841782,80.655,1647.9194102006113
41,11896.425369625986,1000,13581.615701841782,14388.16570184178,806.55,1685.190332215796
42,12124.274445670702,1000,14388.16570184178,15194.71570184178,806.55,2263.8912561710786
43,12135.939019485195,1000,15194.71570184178,16001.26570184178,806.55,3058.7766823565853
44,12936.079981949537,250,16001.26570184178,16202.90320184178,201.6375,3065.1857198922426
45,13035.899240896431,50,16202.90320184178,16243.23070184178,40.3275,3167.003960945349
46,13397.984507084759,1000,16243.23070184178,17049.78070184178,806.55,2845.246194757021
47,13522.500034303966,250,17049.78070184178,17251.41820184178,201.6375,3527.280667537814
48,13767.20366627371,1000,17251.41820184178,18057.96820184178,806.55,3484.2145355680714
49,14030.944932267643,1000,18057.96820184178,18864.51820184178,806.55,4027.023269574138
50,14099.074465436945,1000,18864.51820184178,19671.06820184178,806.55,4765.443736404835
