request_id,arrival_time_s,num_images,start_service_time_s,end_service_time_s,service_time_s,wait_time_s
1,156.42269665895302,500,156.42269665895302,851.512696658953,695.09,0.0
2,1159.7965069647933,100,1159.7965069647933,1298.8145069647933,139.018,0.0
3,1598.7117381466096,100,1598.7117381466096,1737.7297381466096,139.018,0.0
4,1903.025922738594,1000,1903.025922738594,3293.2059227385944,1390.18,0.0
5,1959.5675462260429,500,3293.2059227385944,3988.2959227385945,695.09,1333.6383765125515
6,2016.0996435309112,50,3988.2959227385945,4057.8049227385945,69.509,1972.1962792076833
7,2036.0458997338048,100,4057.8049227385945,4196.822922738595,139.018,2021.7590230047897
8,2706.4561878937848,500,4196.822922738595,4891.912922738595,695.09,1490.3667348448098
9,3012.8169057695395,50,4891.912922738595,4961.421922738595,69.509,1879.0960169690552
10,3423.233593004403,100,4961.421922738595,5100.439922738595,139.018,1538.188329734192
11,3430.1666956707822,250,5100.439922738595,5447.984922738595,347.545,1670.2732270678125
12,4598.0191873902195,500,5447.984922738595,6143.074922738595,695.09,849.9657353483753
13,5193.495701841778,500,6143.074922738595,6838.164922738595,695.09,949.5792208968169
14,5273.0582435914275,100,6838.164922738595,6977.182922738595,139.018,1565.1066791471676
15,5339.951239841315,500,6977.182922738595,7672.272922738595,695.09,1637.2316828972798
16,5407.488380785401,100,7672.272922738595,7811.290922738595,139.018,2264.784541953194
17,5528.406290605561,250,7811.290922738595,8158.835922738595,347.545,2282.8846321330348
18,5776.382234225845,500,8158.835922738595,8853.925922738596,695.09,2382.45368851275
19,5964.894589819291,500,8853.925922738596,9549.015922738596,695.09,2889.031332919305
20,6079.635587337271,1000,9549.015922738596,10939.195922738596,1390.18,3469.3803354013244
21,6395.092545303871,500,10939.195922738596,11634.285922738596,695.09,4544.103377434725
22,6445.170721546317,250,11634.285922738596,11981.830922738596,347.545,5189.1152011922795
23,6560.34255888045,100,11981.830922738596,12120.848922738596,139.018,5421.488363858146
24,6712.434964954066,250,12120.848922738596,12468.393922738596,347.545,5408.41395778453
